QKEY,INTERVIEW_START_W146,INTERVIEW_END_W146,DEVICE_TYPE_W146,LANG_W146,FORM_W146,CONVFAM_POL_W146,CONVFAM_JOB_W146,CONVFAM_MDIA_W146,CONVFAM_RLG_W146,CONVFAM_SPRT_W146,CONVFAM_HLTH_W146,CONVFAM_NAT_W146,CONVFAM_LOC_W146,CONVFAM_FAM_W146,CONVFAM_CELEB_W146,CONVFAM_MONEY_W146,CONVFAM_PETS_W146,POL1JB_W146,POL1JBSTR_W146,CAMPNII_W146,PRZCMPGN_W146,MATTERS_W146,VOTEGEN_W146,VOTEGEN3_W146,QUALPRES_TRMP_MF_W146,QUALPRES_TRMP_PHY_W146,QUALPRES_TRMP_ADV_W146,QUALPRES_TRMP_ETH_W146,QUALPRES_TRMP_RSP_W146,QUALPRES_BDN_MF_W146,QUALPRES_BDN_PHY_W146,QUALPRES_BDN_ADV_W146,QUALPRES_BDN_ETH_W146,QUALPRES_BDN_RSP_W146,ELECTFTIGUE_W146,CMFRT_LIST_PRN_W146,CMFRT_LIST_ENG_W146,CMFRT_LIST_PRY_W146,CMFRT_LIST_MDN_W146,GOVSIZE1_W146,GOVT_ROLE_W146,USEXCEPT_W146,REGULATE_W146,ALLIES_W146,DISCRIM_W146,USASOLVE_W146,GOVWASTE_W146,RELIG_GOV_W146,DIVERSEPOP_MOD_W146,POLICY3MOD_W146,PRESGOODTRUMP_W146,PRESGOODBIDEN_W146,OPENIDEN_W146,NECCGOD_W146,BUSPROFIT_W146,GAINS_W146,ACTIVE_W146,GOVNEEDY_W146,MARRFAM_W146,US_ACTIVE_W146,TRANSGEND1_W146,AMDREAM1_W146,AMDREAMPOSS_W146,CONCEDE_W146,IVF_GDBD_W146,RGHTCNTRL_W146,GUNIMPCT_W146,BUSPOWER3_W146,POORASSIST_W146,SUPERPWR_W146,SOCIETY_SSM_W146,SOCIETY_RELG_W146,SOCIETY_LGB_W146,SOCIETY_WHT_W146,SOCIETY_EC_W146,SOCIETY_BC_W146,SOCIETY_THER_W146,SOCIETY_CHILD_W146,SOCIETY_AI_W146,SOCIETY_GUNS_W146,PROBOFF_a_W146,PROBOFF_b_W146,POLINTOL2_REP_W146,POLINTOL2_DEM_W146,ABRTLGL_W146,ABORTION3_W146,ABORTION4_W146,ABRTN_MED_W146,POLIMPT_SFE_W146,POLIMPT_RGHT_W146,POLIMPT_RCL_W146,POLIMPT_RESP_W146,GLBLZE_W146,GLBLZEREV_W146,GLBLZESUM_W146,RACESURV17_W146,CLMSRS1_W146,FIN_SIT_W146,ABRTVIEW_a_W146,ABRTVIEW_b_W146,ABRTVIEW_c_W146,LGLSTATUS_W146,NATLDPRT_W146,LGL_CITIZPRENSHIP_W146,LAWCOST_W146,ECONFAIR_W146,WOMENOBS_W146,GOVAID_W146,SUCCINLIFE_W146,GOODEVIL_W146,CRIMJUST_TGH_W146,MILSAFE_W146,WHADVANT_W146,AMHIST_FAIL_W146,AMHIST_SUCC_W146,GOVTHC_W146,SNGLPYER_W146,NOGOVTHC_W146,SOCSEC_FUT_W146,SOCSEC_RED_W146,SOCSEC_KEEP_W146,DTINDICTHRD_W146,DTINDICTLGL_W146,RPLC_W146,SEEKPOL_W146,SOURCEPOL_W146,AGEATTN1_a_W146,AGEATTN1_b_W146,AGEATTN2_a_W146,AGEATTN2_b_W146,F_METRO,F_CREGION,F_CDIVISION,F_USR_SELFID,F_AGECAT,F_GENDER,F_EDUCCAT,F_EDUCCAT2,F_HISP,F_HISP_ORIGIN,F_YEARSINUS_RECODE,F_RACECMB,F_RACETHNMOD,F_BIRTHPLACE,F_MARITAL,F_RELIG,F_BORN,F_RELIGCAT1,F_ATTENDPER,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSUM_FINAL,F_PARTYSUMIDEO_FINAL,F_REG,F_INC_SDT1,F_IDEO,F_INTFREQ,F_VOLSUM,F_INC_TIER2,HORSE_W146,HORSE_W151,WEIGHT_W146,WEIGHT_W146_W151
201801179097,2024-04-11T12:55:01Z,2024-04-11T13:12:53Z,1,1,1,1,1,1,3,2,2,,,,,,,1,2,,1,1,2,,5,3,5,5,5,2,3,1,1,1,1,1,1,,,,1,2,1,1,1,,,,1,1,5,3,1,1,1,2,,,,1,2,1,,1,,2,,2,,1,1,3,,,1,1,1,,,,1,1,,,2,4,3,,,,,,,1,2,1,1,2,1,4,,2,,1,2,1,2,,,,3,,,1,1,1,1,,,,,3,1,,1,2,3,3,,,1,4,9,2,4,2,1,6,2,,1,1,1,1,3,1,2,1,5,2,,2,4,1,8,5,1,1,2,2,2,0.6275575955429301,0.4742381931298761
201801179274,2024-04-10T09:28:38Z,2024-04-10T09:44:28Z,2,1,1,3,1,1,1,3,2,,,,,,,99,,,4,4,3,3,99,99,99,99,99,99,99,99,99,99,2,1,2,,,,1,1,99,99,2,,,,3,1,5,3,1,1,1,2,,,,1,2,3,,4,,2,,2,,1,1,3,,,3,1,1,,,,1,1,,,1,99,2,,,,,,,99,99,1,3,4,3,5,,2,,1,2,1,2,,,,2,,,1,1,2,,1,,,,5,4,,2,6,3,3,,,1,4,9,3,2,2,3,2,2,,1,1,1,1,1,12,,3,6,4,99,9,9,1,4,99,2,1,2,3,,0.7458044368816446,
201801179349,2024-04-09T17:33:31Z,2024-04-09T17:41:36Z,1,1,2,,,,,,,3,3,1,3,3,2,1,1,2,,1,2,,5,5,5,5,5,2,3,1,1,1,2,,,1,1,2,,3,,,,1,2,1,1,1,5,1,1,,,,1,1,1,,2,,1,1,1,,2,,1,,,,3,3,,,,4,3,5,,,2,2,2,3,,1,1,1,1,1,1,,1,1,1,1,1,,4,1,2,,,,,2,1,2,,1,1,,,,,,2,,1,,,1,1,2,,,1,1,1,4,9,2,3,2,1,5,2,,1,1,1,1,1,1,1,1,2,2,,2,4,1,9,4,2,1,2,2,2,0.8055382008631465,0.7336601165153082
201801179378,2024-04-10T12:08:45Z,2024-04-10T12:12:11Z,2,1,2,,,,,,,2,2,2,2,2,2,2,2,3,,2,,,3,3,3,3,3,3,4,3,1,2,1,,,1,1,1,,2,,,,2,2,1,1,2,2,4,2,,,,2,2,1,,2,,2,2,1,,2,,1,,,,2,3,,,,3,4,3,,,2,2,3,3,,2,3,4,3,4,1,,1,2,3,3,3,,2,2,,1,,,,1,2,1,,1,2,,,,,,1,1,,,,3,2,3,,,2,2,1,4,9,2,2,1,2,3,1,7,1,2,3,1,5,12,,3,5,3,2,2,3,2,5,2,3,2,2,,,0.9768422390486365,1.0878021978649275
201801179384,2024-04-11T09:52:26Z,2024-04-11T10:23:11Z,1,1,2,,,,,,,2,2,1,3,2,2,2,1,2,,1,1,,1,1,2,3,2,5,5,5,5,5,2,,,1,2,1,,1,,,,1,1,2,1,1,2,5,1,,,,2,2,1,,1,,1,2,3,,1,,2,,,,5,3,,,,4,4,2,,,2,1,3,4,,3,1,3,1,1,2,,2,3,3,3,4,,3,1,1,,,,,1,2,1,,1,3,,,,,,2,,2,,,1,2,2,,,2,3,1,4,9,2,4,1,2,4,2,,1,1,1,1,3,1,1,1,1,1,,1,1,1,2,2,2,2,2,1,1,0.8951306036470286,1.3166366948193513
201801179388,2024-04-11T12:50:32Z,2024-04-11T12:58:04Z,2,1,2,,,,,,,2,3,1,2,1,1,2,1,3,,4,3,2,5,5,5,5,5,5,5,5,5,5,2,,,2,1,2,,3,,,,2,1,1,1,1,5,4,1,,,,1,1,2,,2,,1,4,1,,2,,1,,,,1,3,,,,3,2,4,,,1,2,1,4,,1,1,1,1,4,2,,2,1,2,3,1,,5,2,,1,,,,2,2,2,,3,1,,,,,,2,,1,,,1,2,4,,,3,3,1,4,9,2,1,2,1,5,2,,1,1,1,1,6,12,,3,6,2,,2,4,1,2,5,2,1,1,2,2,1.559307959185722,1.0224532286295804
201801179434,2024-04-10T01:19:54Z,2024-04-10T01:30:58Z,2,1,2,,,,,,,3,2,1,2,3,2,2,1,4,,3,3,1,4,4,4,5,4,5,5,4,4,4,2,,,1,1,2,,2,,,,2,1,1,3,3,4,4,2,,,,2,2,2,,2,,2,3,1,,1,,3,,,,3,3,,,,2,4,4,,,2,2,2,3,,1,1,2,1,2,2,,2,4,4,3,1,,4,1,1,,,,,1,1,1,,3,4,,,,,,2,,1,,,1,2,2,,,2,3,1,4,9,2,2,2,2,3,2,,4,3,5,4,1,12,,3,6,1,,1,2,1,7,3,1,2,2,1,,0.5645314225434174,
201801179436,2024-04-09T21:10:37Z,2024-04-09T21:18:34Z,2,1,2,,,,,,,2,2,2,2,1,2,1,1,2,,2,2,,2,2,5,5,5,2,3,1,1,1,1,,,1,1,2,,1,,,,1,1,1,3,1,2,2,2,,,,1,2,2,,1,,1,1,2,,2,,2,,,,5,3,,,,1,3,5,,,2,2,2,2,,3,1,1,1,1,1,,1,2,1,1,1,,1,1,1,,,,,1,1,1,,1,2,,,,,,2,,1,,,1,2,6,,,2,2,1,4,9,3,2,2,1,5,2,,4,3,5,4,1,11,,4,3,2,,2,3,1,9,3,2,1,2,2,,0.587376192242568,
201801179484,2024-04-09T17:32:04Z,2024-04-09T17:39:39Z,2,1,1,2,1,1,3,3,2,,,,,,,2,1,,3,2,,,5,5,5,5,5,5,5,5,5,5,2,1,1,,,,1,3,1,1,1,,,,1,3,5,4,1,1,1,2,,,,3,2,3,,3,,2,,2,,2,1,3,,,1,1,1,,,,3,3,,,1,2,2,,,,,,,1,2,2,2,2,1,5,,2,,1,2,1,2,,,,1,,,2,3,1,2,,,,,4,1,,2,3,3,3,,,1,1,1,2,1,3,1,5,2,,1,1,1,1,6,9,,3,6,2,,2,4,3,6,5,1,2,2,,,4.060461527428071,2.4302189277895665
201801179532,2024-04-13T23:09:48Z,2024-04-13T23:59:48Z,1,1,2,,,,,,,1,2,1,2,3,3,1,2,2,,1,2,,5,5,5,5,5,2,3,2,2,2,2,,,1,1,2,,2,,,,1,2,1,1,1,5,2,1,,,,1,1,2,,1,,1,1,1,,2,,1,,,,3,3,,,,3,2,5,,,1,2,2,4,,1,2,2,1,2,2,,2,3,3,1,2,,4,2,,1,,,,2,2,2,,1,2,,,,,,2,,1,,,2,1,2,,,3,1,1,4,9,2,4,2,2,4,2,,1,1,1,1,1,1,2,1,2,3,2,2,4,1,9,4,4,1,2,2,2,0.8157098517979158,0.3727514140799236
201801179559,2024-04-10T12:37:11Z,2024-04-10T12:51:17Z,1,1,1,1,1,2,3,2,1,,,,,,,1,2,,2,1,,,5,3,5,5,5,4,4,2,2,1,2,1,1,,,,2,2,1,1,2,,,,1,1,5,3,1,1,1,2,,,,1,2,2,,1,,2,,2,,2,1,4,,,2,1,1,,,,1,1,,,2,4,3,,,,,,,2,1,2,1,2,2,5,,2,,2,2,1,1,,,,3,,,1,1,2,,2,,,,2,1,,1,2,3,3,,,1,2,3,2,2,1,1,6,2,,1,1,1,1,1,10,,3,5,3,2,2,3,3,9,3,1,1,3,,,0.6474615502612082,0.801898606796073
201801179582,2024-04-10T23:30:49Z,2024-04-10T23:56:01Z,1,1,2,,,,,,,1,2,1,3,3,1,1,1,1,,1,2,,5,3,5,5,5,2,2,1,1,1,1,,,1,1,2,,2,,,,1,2,1,1,1,4,1,1,,,,1,99,99,,2,,1,1,1,,2,,1,,,,3,3,,,,3,4,5,,,3,2,2,3,,1,1,2,1,2,1,,1,1,1,1,1,,5,2,,1,,,,2,2,2,,1,1,,,,,,1,99,,,,2,1,2,,,3,1,1,4,9,3,4,2,1,5,2,,1,1,1,1,1,1,2,1,2,2,,2,4,1,9,4,2,1,2,2,2,0.7406987145387388,0.6059312495765049
201801179595,2024-04-09T18:11:50Z,2024-04-09T18:45:00Z,1,1,2,,,,,,,2,2,2,2,2,3,1,2,2,,1,2,,4,4,5,5,5,3,3,3,1,2,1,,,2,1,1,,2,,,,1,2,1,1,1,5,2,1,,,,2,2,2,,2,,1,1,1,,2,,3,,,,2,3,,,,3,4,1,,,2,2,1,3,,1,2,4,2,3,1,,1,4,2,2,1,,5,2,,2,,,,2,2,2,,3,2,,,,,,2,,2,,,1,1,3,,,2,2,1,4,9,2,3,1,1,5,2,,1,1,1,1,1,9,,3,5,2,,2,4,1,8,4,1,2,2,2,2,0.6749953815104447,0.7492037840910701
201801179657,2024-04-09T23:20:26Z,2024-04-09T23:31:40Z,2,1,1,2,1,2,3,3,2,,,,,,,99,,,1,1,2,,5,4,5,5,5,3,3,4,3,3,2,1,1,,,,1,3,1,2,1,,,,1,99,5,3,1,1,1,2,,,,3,2,1,,1,,2,,2,,1,1,1,,,1,1,1,,,,2,1,,,1,3,3,,,,,,,99,99,1,1,1,1,5,,99,,,2,1,2,,,,2,,,1,1,1,1,,,,,3,1,,1,2,99,99,,,1,4,9,2,2,2,1,5,2,,4,3,5,4,1,9,,3,6,2,,2,4,1,9,4,1,2,3,2,2,0.4968468273108893,0.5687624796913302
201801179785,2024-04-10T08:34:13Z,2024-04-10T08:45:06Z,1,1,1,2,1,1,3,2,2,,,,,,,1,2,,1,1,2,,5,5,5,5,5,5,4,2,1,1,1,1,2,,,,1,2,1,1,1,,,,1,1,4,3,2,1,2,2,,,,1,2,2,,1,,2,,3,,2,3,3,,,2,1,3,,,,2,2,,,1,3,3,,,,,,,2,1,3,1,2,1,5,,1,1,,2,1,1,,,,2,,,1,1,1,2,,,,,2,1,,2,2,3,3,,,1,4,9,2,3,1,99,99,2,,1,1,1,1,1,10,,3,6,2,,2,3,1,9,3,1,2,3,2,,0.6861759813731835,
201801179787,2024-04-13T12:31:34Z,2024-04-13T12:40:27Z,2,1,1,2,2,2,2,2,2,,,,,,,1,2,,1,1,2,,5,4,5,5,5,1,3,1,1,1,1,1,1,,,,1,2,1,1,1,,,,1,1,5,1,1,1,1,2,,,,1,2,1,,1,,2,,2,,2,1,3,,,2,1,1,,,,2,1,,,2,3,2,,,,,,,1,2,1,1,1,1,5,,2,,2,2,1,2,,,,2,,,1,1,1,1,,,,,1,1,,1,2,2,1,,,1,4,9,2,3,2,1,5,2,,1,1,1,1,1,11,2,4,6,2,,2,3,1,99,3,2,2,99,2,2,0.757096454297218,0.5378172790640897
201801179899,2024-04-13T14:29:33Z,2024-04-13T14:54:52Z,2,1,1,2,1,1,2,2,1,,,,,,,1,2,,3,4,2,,3,3,4,4,3,4,4,3,3,3,1,2,1,,,,1,2,1,2,2,,,,1,1,3,3,1,2,2,2,,,,2,1,3,,1,,1,,2,,2,3,3,,,3,2,2,,,,1,3,,,2,2,3,,,,,,,1,2,3,2,2,3,3,,2,,1,2,2,1,,,,2,,,1,1,1,1,,,,,4,4,,2,2,3,3,,,1,4,9,1,3,1,1,6,2,,3,3,5,4,6,1,2,1,5,2,,2,3,1,4,2,1,2,2,2,,0.3318057982419844,
201801179909,2024-04-09T18:04:50Z,2024-04-09T18:14:26Z,2,1,1,3,2,2,3,3,2,,,,,,,1,1,,1,1,2,,5,5,5,5,5,1,1,1,1,1,2,1,1,,,,1,3,1,1,1,,,,1,1,5,1,1,1,1,2,,,,3,2,3,,1,,2,,2,,2,1,1,,,1,1,1,,,,2,1,,,1,4,2,,,,,,,1,2,1,1,4,1,5,,2,,1,2,1,2,,,,2,,,1,1,1,1,,,,,3,1,,2,2,2,1,,,1,4,9,1,2,1,2,4,2,,4,99,99,4,1,1,2,1,4,2,,2,4,1,5,5,1,2,2,2,2,1.0183283013917206,0.6377953243041832
201801179946,2024-04-13T19:11:28Z,2024-04-13T19:26:38Z,1,1,2,,,,,,,1,2,1,2,3,2,1,1,1,,1,2,,5,3,5,5,5,2,2,2,1,1,2,,,1,1,2,,2,,,,2,2,1,1,1,5,1,1,,,,1,1,2,,2,,1,1,1,,2,,1,,,,3,3,,,,1,4,5,,,1,2,2,4,,1,1,2,1,3,2,,2,2,1,1,2,,5,99,,,,,,2,2,2,,1,2,,,,,,2,,2,,,1,1,2,,,3,1,1,4,9,1,3,1,1,5,2,,1,1,1,1,1,10,,3,6,2,,2,4,1,9,4,1,2,3,2,2,0.6749953815104447,0.7582160015525332
201801180048,2024-04-10T22:20:40Z,2024-04-10T22:32:37Z,2,1,2,,,,,,,3,2,1,3,3,1,1,2,4,,1,2,,5,4,5,5,5,3,4,2,2,2,99,,,1,1,2,,2,,,,2,1,1,1,1,5,3,1,,,,2,2,2,,2,,2,3,1,,2,,1,,,,2,2,,,,3,2,4,,,2,2,1,3,,1,2,3,3,4,99,,99,1,2,2,1,,4,2,,1,,,,2,99,1,,3,1,,,,,,2,,2,,,1,1,2,,,2,2,1,4,9,2,2,2,1,5,2,,1,3,5,1,1,2,2,2,5,2,,2,4,1,99,4,1,2,99,2,,0.38196671710683705,
201801180107,2024-04-09T18:20:29Z,2024-04-09T18:28:16Z,2,1,1,2,1,1,3,2,1,,,,,,,1,2,,2,1,2,,5,5,5,5,5,3,3,3,2,3,2,1,1,,,,1,2,1,2,1,,,,1,1,5,3,1,1,1,2,,,,2,2,2,,1,,2,,2,,2,1,3,,,1,1,1,,,,2,2,,,1,3,2,,,,,,,1,2,1,1,1,1,5,,2,,1,2,1,2,,,,1,,,3,4,1,1,,,,,5,1,,2,2,2,1,,,1,4,9,1,2,3,1,5,2,,1,1,1,1,1,9,,3,6,2,,2,4,1,9,5,1,1,3,2,,0.69696193517727,
201801180109,2024-04-10T14:30:39Z,2024-04-10T14:47:20Z,1,1,2,,,,,,,2,2,1,3,3,3,1,1,2,,1,2,,5,4,5,5,5,1,2,1,1,1,2,,,2,1,99,,1,,,,1,2,1,1,1,5,1,1,,,,1,2,2,,1,,1,1,1,,2,,3,,,,4,4,,,,4,5,5,,,1,2,1,4,,1,1,2,1,1,1,,1,2,2,1,1,,5,2,,1,,,,2,1,2,,1,2,,,,,,1,2,,,,2,1,2,,,3,1,1,4,9,1,4,2,2,4,2,,1,1,1,1,3,2,2,2,6,2,,2,3,1,99,3,3,2,99,2,2,1.0450854640941118,0.5308721050981138
201801180184,2024-04-10T01:21:17Z,2024-04-10T01:39:28Z,2,1,2,,,,,,,1,2,1,3,1,1,1,1,1,,1,2,,5,4,5,5,5,2,3,1,1,1,2,,,2,1,2,,2,,,,2,2,1,1,1,5,1,1,,,,2,1,2,,2,,1,1,1,,2,,3,,,,3,3,,,,2,4,5,,,2,1,2,4,,1,2,2,2,1,1,,1,2,1,2,1,,4,2,,2,,,,2,2,2,,1,2,,,,,,2,,2,,,1,1,2,,,3,2,1,4,9,1,3,2,1,6,2,,1,1,1,1,1,5,,4,5,2,,2,4,1,9,4,2,1,3,2,,0.68196876723951,
201801180326,2024-04-11T11:11:22Z,2024-04-11T11:18:01Z,2,1,2,,,,,,,2,2,1,2,2,2,1,1,3,,1,2,,5,5,5,5,5,2,3,2,2,1,2,,,1,1,2,,2,,,,1,2,1,1,1,5,1,1,,,,2,1,2,,2,,1,1,1,,2,,1,,,,1,3,,,,1,4,5,,,1,1,1,3,,1,1,1,1,3,1,,1,3,1,1,1,,5,2,,1,,,,2,2,2,,3,2,,,,,,2,,1,,,1,2,2,,,3,1,1,3,5,2,2,2,1,5,2,,4,1,1,4,1,9,,3,6,2,,2,4,1,9,4,2,2,3,2,2,0.8060611419013959,0.6857359347160312
201801180327,2024-04-11T12:57:21Z,2024-04-11T13:13:12Z,1,1,2,,,,,,,1,1,1,2,2,2,2,1,3,,2,3,2,5,5,5,5,5,3,4,3,3,2,2,,,2,1,1,,3,,,,2,1,1,1,1,5,3,2,,,,2,2,2,,2,,2,1,1,,2,,2,,,,3,3,,,,3,3,5,,,3,3,2,2,,1,1,5,2,2,1,,1,3,1,2,2,,4,1,1,,,,,1,1,2,,1,2,,,,,,2,,1,,,1,2,5,,,3,3,1,4,9,2,2,2,1,5,2,,4,3,5,4,1,1,2,1,3,4,1,1,2,1,9,3,1,1,3,2,,0.5281324405325016,
201801180404,2024-04-09T17:41:04Z,2024-04-09T17:51:00Z,1,1,1,2,2,2,3,2,2,,,,,,,2,1,,1,4,3,2,5,4,5,5,5,4,4,4,3,2,2,2,1,,,,2,3,1,2,2,,,,3,3,5,3,1,1,1,2,,,,3,1,3,,4,,2,,3,,2,4,3,,,2,2,3,,,,1,1,,,2,3,3,,,,,,,1,2,3,2,2,2,3,,2,,2,1,1,2,,,,2,,,2,3,1,2,,,,,3,1,,1,2,3,3,,,1,4,9,2,3,1,1,5,2,,4,3,5,4,1,12,,3,5,1,,1,1,1,9,2,1,2,3,2,3,0.5996754487925016,0.5822914984480124
201801180426,2024-04-11T12:24:44Z,2024-04-11T12:46:03Z,1,1,2,,,,,,,1,1,1,2,2,2,2,1,1,,1,3,1,2,2,3,4,3,5,5,5,4,2,2,,,1,1,1,,2,,,,2,1,2,1,1,2,4,2,,,,1,1,1,,2,,1,1,1,,1,,1,,,,2,4,,,,5,2,5,,,3,1,2,4,,1,1,2,1,1,1,,1,4,3,1,2,,3,1,1,,,,,2,1,1,,1,2,,,,,,2,,2,,,1,1,2,,,2,3,1,4,9,2,4,2,1,6,2,,1,1,1,1,1,2,2,2,4,1,,1,1,1,9,2,1,2,3,1,1,0.8243862953468308,0.46617616883656454
201801180469,2024-04-09T19:09:36Z,2024-04-11T11:46:28Z,2,1,2,,,,,,,2,2,1,2,2,2,2,2,3,,2,3,2,3,3,3,4,4,5,4,3,4,4,2,,,1,1,1,,2,,,,1,1,1,1,1,4,4,1,,,,2,99,1,,2,,1,1,1,,1,,3,,,,1,3,,,,4,2,3,,,2,1,1,4,,1,1,1,1,1,1,,1,3,2,2,1,,5,2,,1,,,,99,2,2,,1,3,,,,,,1,2,,,,1,2,3,,,2,3,1,4,9,2,2,2,1,5,2,,1,1,1,1,1,12,,3,6,4,1,1,2,1,9,3,2,1,3,2,3,0.8319858044380889,1.4647866391905353
201801180487,2024-04-09T17:42:24Z,2024-04-09T17:50:54Z,2,1,2,,,,,,,1,1,1,3,2,2,1,1,2,,1,,,5,4,5,5,5,3,3,2,2,1,1,,,1,1,2,,2,,,,2,2,1,1,1,5,2,1,,,,1,1,1,,2,,2,1,1,,2,,1,,,,3,3,,,,4,4,5,,,4,2,2,3,,1,1,2,1,2,1,,1,1,1,1,2,,5,2,,2,,,,2,2,2,,1,1,,,,,,2,,2,,,4,1,2,,,3,1,1,4,9,1,3,1,1,5,2,,2,3,5,4,1,9,,3,6,3,2,2,3,3,9,3,1,2,3,,,0.7152770000435417,0.7971274627422762
201801180526,2024-04-11T21:44:15Z,2024-04-11T21:55:45Z,1,1,1,1,2,2,2,1,1,,,,,,,2,1,,1,1,3,1,3,3,3,5,4,4,4,4,2,1,99,2,2,,,,2,3,2,2,2,,,,3,3,2,4,2,1,1,2,,,,4,1,3,,1,,1,,1,,1,3,3,,,4,1,1,,,,1,3,,,2,4,1,,,,,,,99,99,4,3,3,2,5,,1,1,,1,1,1,,,,2,,,1,1,1,1,,,,,3,3,,2,2,1,2,,,1,4,9,2,3,2,2,3,2,,1,1,1,1,1,12,,3,5,1,,1,2,1,4,3,3,1,1,1,1,0.6778139949050103,0.5317831063753482
201801180560,2024-04-09T21:22:23Z,2024-04-09T21:52:07Z,2,1,1,2,2,2,2,1,1,,,,,,,1,1,,1,1,2,,5,5,5,5,5,1,2,1,1,1,1,1,1,,,,2,1,1,1,1,,,,1,1,5,2,1,1,2,2,,,,2,2,1,,1,,2,,2,,1,1,3,,,2,1,2,,,,2,2,,,1,4,3,,,,,,,1,2,2,2,1,1,5,,2,,1,2,2,2,,,,3,,,3,2,1,2,,,,,1,1,,1,2,3,3,,,1,4,9,1,4,1,1,6,2,,4,3,5,4,5,8,,4,5,2,,2,4,1,2,4,2,2,2,2,,0.2735680650666664,
201801180616,2024-04-09T23:16:23Z,2024-04-09T23:34:25Z,2,1,2,,,,,,,2,2,1,2,3,1,1,2,1,,1,3,2,2,3,3,4,5,4,5,4,2,1,1,,,1,2,1,,1,,,,1,1,2,2,1,3,2,2,,,,1,2,99,,1,,1,1,1,,99,,3,,,,4,3,,,,3,4,4,,,3,1,2,4,,3,1,2,2,2,2,,2,3,4,2,3,,4,2,,2,,,,1,2,1,,1,3,,,,,,2,,2,,,1,1,6,,,2,2,1,4,9,2,2,1,1,5,2,,1,1,1,1,1,1,1,1,4,1,,1,1,1,9,2,2,1,2,2,3,0.8492579359929666,0.7468196847287221
201801180642,2024-04-10T00:44:20Z,2024-04-10T00:53:02Z,2,1,1,2,1,1,2,2,2,,,,,,,1,2,,2,1,,,5,2,5,5,5,2,3,1,1,1,2,1,1,,,,1,1,1,1,2,,,,1,1,5,2,1,1,1,2,,,,1,2,2,,1,,2,,2,,1,1,3,,,2,1,1,,,,1,2,,,2,4,2,,,,,,,2,1,2,2,2,1,5,,2,,1,2,1,2,,,,2,,,2,1,1,2,,,,,4,1,,2,2,2,1,,,1,4,9,2,2,1,1,6,2,,4,3,5,4,1,8,,4,5,3,2,2,3,3,9,3,1,2,3,,,0.9916228351200356,0.8460648976327032
201801180666,2024-04-11T06:13:32Z,2024-04-11T06:35:24Z,1,1,2,,,,,,,2,2,2,2,2,3,1,2,3,,2,,,2,2,2,2,2,2,2,2,2,2,1,,,1,1,1,,3,,,,1,2,2,1,1,4,3,1,,,,1,2,2,,1,,1,2,1,,1,,3,,,,3,3,,,,2,2,4,,,2,2,2,2,,2,3,3,3,3,1,,1,3,2,2,3,,3,1,2,,,,,2,2,2,,1,2,,,,,,2,,1,,,2,1,5,,,2,2,1,4,9,1,2,1,1,5,2,,2,3,5,4,1,8,,4,4,3,2,2,3,3,6,3,1,2,2,,,1.5766442161120646,
201801180693,2024-04-10T14:05:05Z,2024-04-10T14:14:37Z,1,1,2,,,,,,,2,2,1,2,2,1,1,2,2,,1,2,,5,5,5,5,5,2,2,2,2,2,2,,,1,1,2,,2,,,,1,2,1,1,1,5,3,1,,,,1,1,2,,2,,3,1,1,,2,,1,,,,1,3,,,,2,4,5,,,1,1,1,4,,1,1,1,1,1,2,,2,1,1,2,1,,5,2,,2,,,,2,1,2,,1,1,,,,,,2,,2,,,1,1,2,,,3,1,1,4,9,2,3,2,3,2,2,,1,1,1,1,3,9,,3,6,2,,2,4,1,6,5,4,2,2,2,2,0.7544529593082949,0.6277811501203996
201801180694,2024-04-11T11:22:20Z,2024-04-12T08:34:18Z,1,1,1,2,1,2,2,2,2,,,,,,,1,2,,2,1,2,,5,5,5,5,5,3,3,1,1,1,2,1,1,,,,1,2,1,1,1,,,,1,1,5,3,1,1,1,2,,,,2,2,2,,1,,2,,2,,1,1,4,,,1,1,1,,,,2,1,,,2,4,3,,,,,,,2,1,1,1,2,1,4,,2,,1,2,1,2,,,,3,,,2,2,1,2,,,,,2,1,,1,2,2,1,,,1,4,9,2,2,2,1,6,2,,1,1,1,1,1,2,2,2,2,2,,2,4,1,9,4,1,1,3,2,2,0.6567351503310633,0.6715221936976193
201801180739,2024-04-10T11:31:34Z,2024-04-10T11:49:02Z,2,1,1,3,2,2,3,2,2,,,,,,,2,1,,2,1,1,,1,1,2,2,1,5,5,5,5,5,2,1,1,,,,2,2,2,1,1,,,,1,3,2,4,1,1,2,2,,,,3,1,3,,2,,1,,3,,2,3,4,,,3,2,2,,,,1,2,,,3,3,3,,,,,,,1,2,3,4,2,3,2,,2,,2,1,1,2,,,,1,,,1,1,2,,2,,,,3,3,,2,3,3,2,,,2,4,9,3,2,2,1,5,2,,1,3,5,1,1,12,,3,6,4,1,1,2,1,8,3,1,2,2,1,1,0.3959753408753432,0.7037392437528941
